핵심 강좌,Core class
여자가 철물점에서 쇼핑해요.,A woman shopping at a hardware store.
남자가 금은방에서 쇼핑해요.,The man shopping in a gold silver room.
저는 책을 읽어요.,I read a book.
남자가 약을 사요.,A man buy medicine.
아이들이 초콜릿을 먹어요.,The children eat chocolate.
여자가 케이크를 팔아요.,The woman sells the cake.
사람들이 슈퍼마켓에서 야채를 사요.,People buy vegetables in supermarkets.
여자가 약국에서 약을 사요.,A woman buy medicine at a pharmacy.
엄마는 제과점에서 케이크를 사요.,Mom buys a cake at a bakery.
여자가 서점에서 책을 사요.,A woman buys a book at a bookstore.
남자는 서점에서 책을 사요.,The man buys a book at a bookstore.
저는 철물점에서 사다리를 사요.,I buy a ladder at a hardware store.
저희는 금은방에서 보석을 팔아요.,We sell jewels in gold silver room.
여자는 약국에서 약을 팔아요.,The woman sells medicine at the pharmacy.
초콜릿,chocolate
케이크,cake
약,approximately
약국,pharmacy
서점,bookstore
제과점,bakery
고장 난 텔레비전,Broken television
고장 난 장난감,Breakdown
고장 난 라디오,Broken radio
고장 난 전화기,Breakdown
텔레비전이 고장 났어요.,The television is broken.
장난감이 고장 났어요.,The toy is broken.
사다리가 안 고장 났어요.,The ladder is not broken.
여자의 안경이 안 고장 났어요.,The woman's glasses are not broken.
여자아이는 초콜릿을 원해요.,The girl wants chocolate.
남자아이는 장난감을 원해요.,The boy wants a toy.
여자는 보석을 원해요.,The woman wants a jewel.
개는 고기를 원해요.,Dogs want meat.
저는 밖에서 놀고 싶어요.,I want to play outside.
저는 새 컴퓨터를 사고 싶어요.,I want to buy a new computer.
고양이가 물고기를 먹고 싶어 해요.,I want a cat to eat fish.
남자아이들이 수영을 하고 싶어 해요.,Boys want to swim.
여자아이는 코트가 필요해요.,The girl needs a coat.
여자는 보라색 코트를 사고 싶어 해요.,The woman wants to buy a purple coat.
남자는 안경이 필요해요.,The man needs glasses.
남자는 빨간색 안경을 사고 싶어 해요.,The man wants to buy red glasses.
실례합니다. 슈퍼마켓이 어디에 있어요?,Excuse me.  Where is the supermarket?
슈퍼마켓은 다리 가까이에 있어요.,The supermarket is near the legs.
실례합니다. 제과점이 어디에 있어요?,Excuse me.  Where is the bakery?
제과점은 종로에 있어요.,The bakery is in Jongno.
실례합니다. 저는 약이 필요해요. 약국이 어,Excuse me.  I need medicine.  Pharmacy
디에 있어요?,Are you in D?
약국은 병원 가까이에 있어요.,The pharmacy is near the hospital.
실례합니다. 저는 책이 필요해요. 서점이 어,Excuse me.  I need a book.  Bookstore uh
디에 있어요?,Are you in D?
서점은 공원 가까이에 있어요.,The bookstore is near the park.
여자는 보석을 원해요.,The woman wants a jewel.
남자아이는 케이크를 원해요.,The boy wants a cake.
여자는 안경이 필요해요.,A woman needs glasses.
남자아이는 약이 필요해요.,The boy needs medicine.
저는 새 텔레비전이 필요해요.,I need a new television.
새 텔레비전이 왜 필요하세요?,Why do you need a new television?
오래된 텔레비전이 고장 나서요.,Old television breaks down.
저는 새 우산이 필요해요.,I need a new umbrella.
새 우산이 왜 필요하세요?,Why do you need a new umbrella?
오래된 우산이 고장 나서요.,The old umbrella broke down.
뭐 사세요?,What do you live?
과일하고 초콜릿을 사요.,I buy fruit and chocolate.
뭐 사세요?,What do you live?
고기하고 야채를 사요.,Meat and buy vegetables.
실례합니다. 여기가 약국이에요?,Excuse me.  Is this a pharmacy?
아니요. 여기는 서점이에요. 약국은 을지로,no.  This is a bookstore.  The pharmacy is Euljiro
에 있어요.,It's in.
실례합니다. 여기가 제과점이에요?,Excuse me.  Is this a bakery?
아니요. 여기는 슈퍼마켓이에요. 제과점은 공,no.  This is a supermarket.  The bakery is a ball
원 가까이에 있어요.,It's near the circle.
철물점이 어디에 있어요?,Where is the hardware store?
철물점은 서점 가까이에 있어요.,The hardware store is near the bookstore.
뭐가 필요하세요?,What do you need?
새 사다리가 필요해요.,I need a new ladder.
새 사다리가 왜 필요하세요?,Why do you need a new ladder?
오래된 사다리가 고장 나서요.,The old ladder broke down.
. 핵심 강좌,.  Core class
연극,theater
연극,theater
연극,theater
음악회,concert
음악회,concert
영화,movie
아들하고 아버지가 영화를 봐요.,My son and my father watched the movie.
사람들이 연극을 봐요.,People look at the play.
남자하고 여자가 음악회에 있어요.,A man and a woman are at the concert.
사람들이 라디오를 들어요.,People listen to the radio.
축구,Soccer
축구,Soccer
축구,Soccer
골프,golf
골프,golf
테니스,tennis
음악회,concert
연극,theater
영화,movie
축구,Soccer
테니스,tennis
골프,golf
오렌지,orange
주스,juice
차,car
당근,carrot
여자아이가 주스를 마셔요.,The girl drinks juice.
여자하고 남자가 차를 마셔요.,A woman and a man drink tea.
남자가 당근을 먹어요.,The man eats carrots.
여자가 오렌지를 먹어요.,The woman eats orange.
남자아이가 축구를 좋아해요.,The boy likes football.
남자아이가 당근을 안 좋아해요.,The boy doesn't like carrots.
여자아이가 말을 좋아해요.,The girl likes speaking.
여자아이가 주스를 안 좋아해요.,The girl doesn't like juice.
남자가 골프를 좋아해요.,The man likes golf.
남자아이가 테니스를 안 좋아해요.,The boy doesn't like tennis.
할머니들이 차를 좋아해요.,Grandmothers like tea.
여자아이가 빨간색 신발을 안 좋아해요.,Girl doesn't like red shoes.
남자가 이 음악회를 좋아해요.,The man likes this concert.
남자가 오렌지를 안 좋아해요.,The man doesn't like orange.
남자가 오렌지를 좋아해요.,The man likes orange.
여자아이가 달리는 걸 좋아해요.,I like girls running.
여자가 책 읽는 걸 좋아해요.,I like women reading books.
남자가 요리하는 걸 좋아해요.,I like a man cooking.
남자아이가 수영하는 걸 좋아해요.,I like a boy swimming.
여자들이 골프를 쳐요.,Women play golf.
여자들이 축구를 해요.,Women play soccer.
여자들이 테니스를 쳐요.,Women hit tennis.
여자아이가 축구 하는 걸 안 좋아해요.,I don't like girls playing soccer.
남자가 축구 하는 걸 좋아해요.,I like men playing soccer.
남자아이가 테니스 치는 걸 안 좋아해요.,I don't like the boy playing tennis.
여자가 테니스 치는 걸 좋아해요.,I like a woman playing tennis.
뭐 하는 걸 좋아하세요?,What do you like?
저는 축구 하는 걸 좋아해요.,I like soccer.
뭐 하는 걸 좋아하세요?,What do you like?
저는 책 읽는 걸 좋아해요.,I like to read books.
뭐 하는 걸 좋아하세요?,What do you like?
저는 라디오 듣는 걸 좋아해요.,I like to listen to the radio.
뭐 하는 걸 좋아하세요?,What do you like?
저는 요리하는 걸 좋아해요.,I like to cook.
아들이 엄마보다 주스를 더 많이 가지고 있어,My son has more juice than my mother
요.,yo. this.
딸이 엄마보다 오렌지를 더 많이 가지고 있,My daughter has more orange than her mother
어요.,Oh.
선생님이 학생보다 책을 더 많이 가지고 있,The teacher has more books than the student
어요.,Oh.
딸이 아빠보다 케이크를 더 많이 가지고 있,My daughter has more cakes than his father
어요.,Oh.
남편이 아내보다 차를 더 조금 가지고 있어,My husband has a little more car than his wife
요.,yo. this.
여자아이가 친구보다 빵을 더 조금 가지고 있,The girl has a little more bread than a friend
어요.,Oh.
어머니가 아들보다 주스를 더 조금 가지고 있,My mother has a little more juice than his son
어요.,Oh.
아버지가 아들보다 케이크를 더 조금 가지고,My father has a little more cake than his son
있어요.,there is.
남편이 아내보다 빵을 더 많이 가지고 있어,My husband has more bread than my wife
요.,yo. this.
남편이 아내보다 빵을 더 조금 가지고 있어,My husband has a little more bread than my wife
요.,yo. this.
아내가 남편보다 돈을 더 많이 가지고 있어,My wife has more money than her husband
요.,yo. this.
아내가 남편보다 돈을 더 조금 가지고 있어,My wife has a little more money than her husband
요.,yo. this.
어떤 동물이 커요?,Which animal is big?
이 동물이 커요.,This animal is big.
어떤 동물이 작아요?,Which animal is small?
이 동물이 작아요.,This animal is small.
어떤 과일이 빨간색이에요?,What fruits are red?
이 과일이 빨간색이에요.,This fruit is red.
어떤 과일이 녹색이에요?,What fruits are green?
이 과일이 녹색이에요.,This fruit is green.
어떤 장난감이 커요?,What toys are big?
파란색 장난감이 커요.,Blue toys are big.
어떤 장난감이 작아요?,What toys are small?
노란색 장난감이 작아요.,The yellow toy is small.
어떤 셔츠가 분홍색이에요?,Which shirt is pink?
작은 셔츠가 분홍색이에요.,Small shirts are pink.
누가 파란색 티셔츠를 입었어요?,Who wears a blue t -shirt?
어떤 셔츠가 빨간색이에요?,Which shirt is red?
누가 골프를 쳐요?,Who plays golf?
어떤 공이 흰색이에요?,What ball is white?
누가 선글라스를 썼어요?,Who used sunglasses?
어떤 선글라스가 분홍색이에요?,Which sunglasses are pink?
저는 축구보다 테니스가 더 좋아요.,I like tennis more than soccer.
저는 오렌지보다 사과가 더 좋아요.,I have a better apple than orange.
저는 주스보다 우유가 더 좋아요.,I like milk more than juice.
저는 커피보다 차가 더 좋아요.,I have a better car than coffee.
어떤 신발이 더 좋으세요?,Which shoes are you better?
저는 녹색 신발보다 파란색 신발이 더 좋아,I like blue shoes more than green shoes
요.,yo. this.
어떤 셔츠가 더 좋으세요?,Which shirt is better?
저는 파란색 셔츠보다 검은색 셔츠가 더 좋,I have a better black shirt than a blue shirt
아요.,Ah.
어떤 자전거가 더 좋으세요?,Which bike is better?
저는 분홍색 자전거보다 녹색 자전거가 더 좋,I like green bicycles than pink bicycles
아요.,Ah.
어떤 원피스가 더 좋으세요?,Which dress is better?
저는 흰색 원피스보다 빨간색 원피스가 더 좋,I like red dresses better than white dresses
아요.,Ah.
어떤 집이 더 좋으세요?,Which house is better?
저는 오래된 집보다 새 집이 더 좋아요.,I like a new house more than an old house.
어떤 차가 더 좋으세요?,What kind of car is better?
저는 새 차보다 오래된 차가 더 좋아요.,I like old cars better than new cars.
오 달러,Od dollar
십 유로,Ten euros
십오 파운드,Fifteen
셔츠가 십이 파운드예요.,The shirt is twelve pounds.
책이 십오 달러예요.,The book is fifteen dollars.
선글라스가 이십 유로예요.,The sunglasses are twenty euros.
당근이 얼마예요?,How much is carrots?
삼 달러예요.,It's three dollars.
차가 얼마예요?,How much is the car?
이 유로예요.,This euro.
영화 표가 얼마예요?,How much is the movie ticket?
구 파운드예요.,It's an old pound.
. 계속,.  continue
음악회 표가 얼마예요?,How much is the concert table?
사십 유로예요.,It's forty euros.
샌드위치가 얼마예요?,How much is the sandwich?
삼 파운드예요.,It's a pound.
오렌지 주스가 얼마예요?,What is the orange juice?
일 달러예요.,It's a dollar.
텔레비전이 선글라스보다 더 비싸요.,Television is more expensive than sunglasses.
모자가 코트보다 더 싸요.,The hat is cheaper than the coat.
음악회 표가 영화 표보다 더 비싸요.,The concert is more expensive than the movie ticket.
신문이 책보다 더 싸요.,The newspaper is cheaper than a book.
파란색 바지가 녹색 바지보다 더 비싸요.,Blue pants are more expensive than green pants.
보라색 자전거가 노란색 자전거보다 더 싸요.,Purple bicycles are cheaper than yellow bicycles.
검은색 전화기가 흰색 전화기보다 더 비싸요.,Black phone is more expensive than white phones.
검은색 선글라스가 빨간색 선글라스보다 더,Black sunglasses are more than red sunglasses
싸요.,it's cheap.
어떤 치마가 더 좋으세요?,Which skirt is better?
저는 파란색 치마가 흰색 치마보다 더 좋아,I like blue skirts better than white skirts
요.,yo. this.
파란색 셔츠가 얼마예요?,How much is a blue shirt?
칠 유로예요.,It's Chil Euro.
어떤 스웨터가 더 좋으세요?,Which sweater is better?
저는 회색 스웨터가 보라색 스웨터보다 더 좋,I am better than purple sweaters
아요.,Ah.
회색 스웨터가 얼마예요?,How much is the gray sweater?
이십구 달러예요.,It's a twenty dollar.
뭐 하는 걸 좋아하세요?,What do you like?
저는 축구 하는 걸 좋아해요.,I like soccer.
어떤 신발이 좋으세요?,What shoes do you like?
저는 검은색 신발이 좋아요.,I like black shoes.
이 신발이 얼마예요?,How much is this shoe?
육십 유로예요.,It's sixty euros.
. 핵심 강좌,.  Core class
금속,metal
금속,metal
금속,metal
나무,tree
나무,tree
종이,paper
플라스틱,plastic
플라스틱,plastic
플라스틱,plastic
종이,paper
종이,paper
나무,tree
나무,tree
종이,paper
금속,metal
플라스틱,plastic
이 탁자는 나무로 만들어졌어요.,This table is made of wood.
이 의자는 플라스틱으로 만들어졌어요.,This chair is made of plastic.
이 표는 종이로 만들어졌어요.,This table is made of paper.
이 사다리는 금속으로 만들어졌어요.,This ladder is made of metal.
나무 그릇,Wooden bowl
플라스틱 접시,Plastic dish
플라스틱 그릇,Plastic bowl
나무 접시,Wooden dish
저는 플라스틱 컵이 있어요.,I have a plastic cup.
저는 종이 컵이 있어요.,I have a paper cup.
저는 나무 탁자가 있어요.,I have a wooden table.
저는 금속 탁자가 있어요.,I have a metal table.
이건 나무로 만들어졌어요.,This is made of wood.
이건 플라스틱으로 만들어졌어요.,This is made of plastic.
이건 종이로 만들어졌어요.,This is made of paper.
이건 금속으로 만들어졌어요.,This is made of metal.
동전은 금속으로 만들어졌어요.,The coin is made of metal.
신용카드는 플라스틱으로 만들어졌어요.,Credit cards are made of plastic.
수표는 종이로 만들어졌어요.,The checks are made of paper.
아이들이 동전으로 계산해요.,Children calculate as coins.
여자가 수표로 계산해요.,The woman calculates it as a check.
남자가 신용카드로 계산해요.,The man calculates with a credit card.
저는 현금으로 계산해요.,I calculate in cash.
수표로 계산하시겠어요?,Would you like to calculate it as a check?
아니요. 현금으로 계산할게요.,no.  I'll calculate it in cash.
신용카드로 계산하시겠어요?,Would you like to calculate with your credit card?
아니요. 수표로 계산할게요.,no.  I'll calculate it as a check.
현금으로 계산하시겠어요?,Would you like to calculate in cash?
아니요. 신용카드로 계산할게요.,no.  I'll calculate it with a credit card.
나무 의자가 얼마예요?,How much is a wooden chair?
육십 파운드예요.,It's sixty pounds.
플라스틱 의자가 얼마예요?,How much is the plastic chair?
사 파운드예요.,It's a pound.
나무 의자가 비싸요.,The wood chair is expensive.
플라스틱 의자가 싸요.,Plastic chairs are cheap.
금속 그릇이 비싸요.,The metal bowl is expensive.
종이 그릇이 싸요.,The paper bowl is cheap.
이 선글라스가 비싸요.,This sunglasses are expensive.
이 선글라스가 안 비싸요.,This sunglasses are not expensive.
이 카메라가 비싸요.,This camera is expensive.
이 카메라가 안 비싸요.,This camera is not expensive.
이 차가 안 비싸요.,This car is not expensive.
이 차가 비싸요.,This car is expensive.
이 원피스가 안 비싸요.,This dress is not expensive.
이 원피스가 비싸요.,This dress is expensive.
이 텔레비전이 무거워요.,This television is heavy.
이 탁자가 무거워요.,This table is heavy.
이 동전이 가벼워요.,This coin is light.
이 시트가 가벼워요.,This sheet is light.
이 의자가 가벼워요.,This chair is light.
이 컴퓨터가 가벼워요.,This computer is light.
이 침대가 무거워요.,This bed is heavy.
이 텔레비전이 무거워요.,This television is heavy.
빨라요.,It's fast.
느려요.,Slow.
빨라요.,It's fast.
느려요.,Slow.
차가 빨라요.,The car is fast.
동물이 느려요.,The animal is slow.
갈색 말이 빨라요.,Brown horses are fast.
빨라요.,It's fast.
가벼워요.,Light.
무거워요.,heavy.
느려요.,Slow.
이 동물이 빨라요.,This animal is fast.
이 동물이 더 빨라요.,This animal is faster.
이 동물이 느려요.,This animal is slow.
이 동물이 더 느려요.,This animal is slower.
이 책들이 무거워요.,These books are heavy.
이 책들이 더 무거워요.,These books are heavier.
이 플라스틱 그릇이 가벼워요.,This plastic bowl is light.
이 종이 그릇이 더 가벼워요.,This paper bowl is lighter.
이 카메라가 작아요.,This camera is small.
이 카메라가 더 작아요.,This camera is smaller.
이 카메라가 제일 작아요.,This camera is the smallest.
이 집이 커요.,This house is big.
이 집이 더 커요.,This house is bigger.
이 집이 제일 커요.,This house is the biggest.
나이가 많은 남자가 선생님이에요.,The old man is a teacher.
나이가 많은 여자가 의사예요.,The older woman is a doctor.
젊은 여자가 선생님이에요.,A young woman is a teacher.
젊은 남자가 의사예요.,A young man is a doctor.
어린 남자아이가 아버지를 봐요.,A young boy sees his father.
남자가 어린 학생들을 가르쳐요.,The man teaches young students.
여자가 젊은 학생들을 가르쳐요.,The woman teaches young students.
. 계속,.  continue
나이가 많은 남자는 남자아이의 할아버지예,The older man is the grandfather of the boy
요.,yo. this.
남자아이의 의사는 나이가 많아요.,The boy's doctor is old.
젊은 여자는 여자아이의 언니예요.,Young girls are girls' sister.
여자의 의사는 젊어요.,The woman's doctor is young.
어린 여자아이는 여자의 딸이에요.,The young girl is the daughter of a girl.
저희 딸은 어려요.,My daughter is young.
저희 딸은 어려요.,My daughter is young.
저희 딸은 더 어려요.,My daughter is younger.
저희 딸은 제일 어려요.,My daughter is the youngest.
저희 아버지는 나이가 많으세요.,My father is old.
저희 아버지는 나이가 더 많으세요.,My father is older.
저희 아버지는 나이가 제일 많으세요.,My father is the oldest.
저희 집은 커요.,My house is big.
저희 집은 더 커요.,My house is bigger.
제 컴퓨터는 작아요.,My computer is small.
제 컴퓨터는 더 작아요.,My computer is smaller.
이 카메라가 비싸요.,This camera is expensive.
이 텔레비전이 더 비싸요.,This television is more expensive.
이 컴퓨터가 제일 비싸요.,This computer is the most expensive.
남자가 케이크를 조금 가지고 있어요.,The man has a little cake.
여자가 케이크를 더 많이 가지고 있어요.,The woman has more cakes.
여자아이가 케이크를 제일 많이 가지고 있어,The girl has the most cake
요.,yo. this.
여자가 빵을 조금 가지고 있어요.,The woman has a little bread.
남자가 빵을 더 많이 가지고 있어요.,The man has more bread.
남자아이가 빵을 제일 많이 가지고 있어요.,The boy has the most bread.
이 여자가 책을 조금 가지고 있어요.,This woman has a little book.
이 여자가 책을 더 많이 가지고 있어요.,This woman has more books.
이 여자가 책을 제일 많이 가지고 있어요.,This woman has the most books.
이 남자가 펜을 조금 가지고 있어요.,This man has a little pen.
이 남자가 펜을 더 많이 가지고 있어요.,This man has more pen.
이 남자가 펜을 제일 많이 가지고 있어요.,This man has the most pen.
이 남자아이가 사과를 조금 가지고 있어요.,This boy has a little apple.
이 남자가 사과를 더 많이 가지고 있어요.,This man has more apples.
이 남자가 사과를 제일 많이 가지고 있어요.,This man has the most apples.
저는 접시가 조금 필요해요.,I need a little plate.
저희는 금속 접시, 종이 접시, 나무 접시를 팔,We sell metal plates, paper plates, and wooden plates
아요. 어떤 접시가 필요하세요?,Ah.  What plates do you need?
오늘 저희 가족이 공원에서 점심을 먹어서 가,Today my family had lunch in the park
벼운 접시가 필요해요.,I need a light plate.
나무 접시가 금속 접시보다 더 가벼워요. 하,The wooden plate is lighter than the metal plate.  under
지만 종이 접시가 제일 가벼워요.,But the paper plate is the lightest.
종이 접시 열 개가 얼마예요?,How much is ten paper plates?
일 달러예요. 몇 개 드릴까요?,It's a dollar.  How many do you want to give you?
열 개 주세요.,Please give me ten dogs.
현금으로 계산하시겠어요?,Would you like to calculate in cash?
아니요. 신용카드로 계산할게요.,no.  I'll calculate it with a credit card.
. 핵심 강좌,.  Core class
남자아이가 돈을 조금 가지고 있어요.,The boy has a little money.
여자가 돈을 더 조금 가지고 있어요.,The woman has a little more money.
여자가 빵을 조금 가지고 있어요.,The woman has a little bread.
남자가 빵을 더 조금 가지고 있어요.,The man has a little more bread.
남자가 밥을 조금 가지고 있어요.,The man has a little rice.
여자아이가 밥을 더 조금 가지고 있어요.,The girl has a little more rice.
여자가 밥을 제일 조금 가지고 있어요.,The woman has the best rice.
여자아이가 케이크를 조금 가지고 있어요.,The girl has a little cake.
여자가 케이크를 더 조금 가지고 있어요.,The woman has a little more cake.
남자가 케이크를 제일 조금 가지고 있어요.,The man has the most cake.
여자가 과일을 조금 가지고 있어요.,The woman has a little fruit.
남자아이가 과일을 제일 많이 가지고 있어요.,The boy has the most fruit.
여자아이가 남자보다 과일을 더 조금 가지고,The girl has a little more fruit than a man
있어요.,there is.
여자아이가 남자아이보다 과일을 더 많이 가,Girls go more fruit than boys
지고 있어요.,I'm losing.
펜들이 똑같아요.,The pen is the same.
찻잔들이 달라요.,The teacups are different.
의자들이 달라요.,The chairs are different.
장난감들이 똑같아요.,The toys are the same.
넥타이들이 똑같아요.,The ties are the same.
넥타이들이 달라요.,The ties are different.
동전들이 똑같아요.,The coins are the same.
동전들이 달라요.,The coins are different.
이 찻잔들은 크기가 똑같아요.,These teacups are the same size.
이 찻잔들은 크기가 달라요.,These mugs are different in size.
이 모자들은 크기가 똑같아요.,These hats are the same size.
이 모자들은 크기가 달라요.,These hats are different in size.
이 모자들은 색이 똑같아요.,These hats are the same color.
이 모자들은 색이 달라요.,This hat is different.
이 찻잔들은 색이 똑같아요.,These teacups are the same color.
이 찻잔들은 색이 달라요.,These teacups are different.
이 핸드폰들은 크기가 똑같아요. 하지만 색은,These cell phones are the same size.  But the color
달라요.,different.
이 전화기들은 색이 똑같아요. 하지만 크기,These telephones are the same color.  But the size
는 달라요.,Is different.
이 수건들은 크기가 똑같아요. 하지만 색은,These towels are the same size.  But the color
달라요.,different.
이 수건들은 색이 똑같아요. 하지만 크기는,These towels have the same color.  But the size
달라요.,different.
의자가 너무 작아요.,The chair is too small.
아빠가 너무 커요.,Dad is too big.
제 키가 너무 작아요.,My height is too small.
선글라스가 너무 커요.,The sunglasses are too big.
코트가 너무 작아요.,The coat is too small.
신발이 맞아요.,The shoes are right.
청바지가 너무 커요.,The jeans are too big.
청바지가 너무 작아요.,The jeans are too small.
청바지가 맞아요.,Jeans are right.
신발이 너무 커요.,The shoes are too big.
신발이 너무 작아요.,The shoes are too small.
신발이 맞아요.,The shoes are right.
원피스가 맞아요?,Is the dress right?
네. 맞아요.,yes.  Right.
셔츠가 맞아요?,Is the shirt right?
아니요. 너무 커요.,no.  Too big.
원피스가 맞아요?,Is the dress right?
네. 맞아요.,yes.  Right.
안경이 맞아요?,Are you right?
아니요. 너무 작아요.,no.  It's too small.
모자가 맞아요?,Is the hat right?
아니요. 너무 커요.,no.  Too big.
모자가 너무 커요.,The hat is too big.
안경이 너무 작아요.,The glasses are too small.
안경이 너무 커요.,The glasses are too big.
모자가 너무 작아요.,The hat is too small.
. 계속,.  continue
이 셔츠를 드릴까요?,Would you like this shirt?
아니요.,no.
왜요?,why?
너무 커서요.,It's too big.
코트가 맞아요?,Is the coat right?
아니요. 너무 작아요.,no.  It's too small.
이 코트가 더 커요.,This coat is bigger.
공 몇 개가 노란색이에요.,Some balls are yellow.
노란색 공이 하나도 없어요.,There is no yellow ball.
공들이 다 노란색이에요.,The balls are all yellow.
접시 몇 개가 플라스틱이에요.,Some plates are plastic.
종이 컵이 하나도 없어요.,There is no paper cup.
장난감들이 다 금속으로 만들어졌어요.,All toys are made of metal.
장난감들이 다 나무로 만들어졌어요.,All toys are made of wood.
아이들 몇 명이 앉아 있어요.,Some children are sitting.
아이들이 다 앉아 있어요.,The children are sitting.
아이들이 하나도 안 앉아 있어요.,There are no children sitting.
플라스틱 꽃이 하나도 없어요.,There is no plastic flower.
꽃 몇 송이가 플라스틱이에요.,Some flowers are plastic.
꽃들이 다 종이로 만들어졌어요.,The flowers are made of paper.
꽃 몇 송이가 종이로 만들어졌어요.,Some flowers are made of paper.
동전들이 색깔은 똑같아요. 하지만 크기는 달,The coins are the same color.  But the size is the moon
라요.,I.
동전들이 크기는 똑같아요. 하지만 색깔은 달,The coins are the same.  But the color is the moon
라요.,I.
저희 티셔츠가 색깔은 다 똑같아요. 하지만,Our T -shirt is the same color.  However
크기는 다 달라요.,The size is different.
저희 티셔츠가 크기는 다 똑같아요. 하지만,Our t -shirt is the same size.  However
색깔은 다 달라요.,The color is different.
어떤 원피스가 더 좋으세요?,Which dress is better?
저는 빨간색 원피스가 파란색 원피스보다 더,I have a red dress more than a blue dress
좋아요.,like.
어떤 원피스가 제일 좋으세요?,Which dress is the best?
저는 검은색 원피스가 제일 좋아요.,I like black dresses best.
어떤 고양이가 더 좋아요?,What cats do you like more?
저는 고양이는 다 좋아요.,I like all cats.
어떤 장난감이 더 좋아요?,What toys are better?
저는 장난감은 다 좋아요.,I like all the toys.
창문이 열려 있어요.,The window is open.
문이 닫혀 있어요.,The door is closed.
문이 열려 있어요.,The door is open.
창문이 닫혀 있어요.,The window is closed.
문이 열려 있어요.,The door is open.
문이 닫혀 있어요.,The door is closed.
창문이 열려 있어요.,The window is open.
창문이 닫혀 있어요.,The window is closed.
금은방이 열었어요.,The gold silver room was opened.
서점이 열었어요.,The bookstore opened.
약국이 닫았어요.,The pharmacy is closed.
장난감 가게가 닫았어요.,The toy shop is closed.
슈퍼마켓이 열었어요.,The supermarket was opened.
슈퍼마켓이 닫았어요.,The supermarket is closed.
제과점이 열었어요.,The bakery opened.
제과점이 닫았어요.,The bakery is closed.
케이크 드릴까요?,Would you like a cake?
네.,yes.
감사합니다.,thank you.
아니에요.,no.
실례합니다. 슈퍼마켓이 열었어요?,Excuse me.  Did the supermarket open?
네. 열었어요.,yes.  I opened it.
감사합니다.,thank you.
아니에요.,no.
감사합니다.,thank you.
아니에요.,no.
감사합니다.,thank you.
아니에요.,no.
오늘이 제 생일이에요. 저는 네 살이에요. 케,Today is my birthday.  I'm four years old.  K
이크 있어요?,Do you have it?
어떤 색 케이크를 줄까요?,What color cake will you give?
파란색 케이크를 주세요.,Please give me a blue cake.
어떤 크기 케이크를 줄까요?,What size cake will you give?
제일 큰 케이크를 주세요.,Please give me the biggest cake.
오늘이 저희 아들 생일이에요. 케이크 주세,Today is my son's birthday.  Cake
요.,yo. this.
어떤 색 케이크를 드릴까요?,What color cake will you give?
파란색 케이크를 주세요.,Please give me a blue cake.
어떤 크기 케이크를 드릴까요?,What size cake will you give?
제일 큰 케이크를 주세요.,Please give me the biggest cake.
이게 제일 큰 파란색 케이크예요.,This is the biggest blue cake.
얼마예요?,How much?
이십오 달러예요.,It's twenty dollars.
감사합니다.,thank you.
아니에요.,no.
. 이정표,.  milestone
안녕하세요?,hello?
안녕하세요?,hello?
꽃들이 다 같은 색이에요?,Are all the flowers the same color?
아니요. 꽃들이 다 같은 색이 아니에요.,no.  The flowers are not the same color.
무슨 색 꽃을 드릴까요?,What color flowers will you give?
빨간색 꽃을 주세요.,Please give me red flowers.
몇 송이 드릴까요?,How many pieces would you like?
서른다섯 송이 주세요.,I would like to give me thirty five pieces.
감사합니다.,thank you.
아니에요.,no.
안녕하세요?,hello?
안녕하세요?,hello?
계란 있으세요?,Do you have eggs?
네. 계란 있어요.,yes.  I have an egg.
몇 개 드릴까요?,How many do you want to give you?
마흔여덟 개 주세요.,Give forty eight.
감사합니다.,thank you.
아니에요.,no.
안녕하세요?,hello?
안녕하세요?,hello?
이 의자는 얼마예요?,How much is this chair?
이 의자는 오십 달러예요.,This chair is fifty dollars.
어떻게 계산하시겠어요?,How do you calculate?
신용카드로 계산할게요.,I'll calculate it with a credit card.
감사합니다.,thank you.
아니에요.,no.
안녕하세요?,hello?
안녕하세요?,hello?
어떤 색 정장을 좋아하세요?,What color suit do you like?
검은색 정장을 좋아해요.,I like black suits.
. 계속,.  continue
너무 커요?,Is it too big?
네, 너무 커요.,Yes, too big.
더 작은 정장이 있어요?,Do you have a smaller suit?
네, 더 작은 정장이 있어요.,Yes, I have a smaller suit.
맞아요?,Right?
네, 맞아요.,Yes, that is correct.
감사합니다.,thank you.
아니에요.,no.
식당이 열었어요?,Did the restaurant open?
네, 식당이 열었어요.,Yes, the restaurant opened.
